,=VeryGood=,Stamp and Scrape,Unnamed: 2,Unnamed: 3,Unnamed: 4
9033,=Unsatisfactory=,"Long lashes, takes too long to wash off :(",,,
9034,=VeryGood=,Love the smell of this soap,,,
9035,=Excellent=,Use as a pet shampoo!,,,
9036,=Good=,Hawaii for your Head,,,
9037,=Good=,Decent but has a strong odor,,,
9038,=Excellent=,Frownies work better than any cream I've used,,,
9039,=Good=,Great detangler,,,
9040,=Excellent=,SMOOTH OPERATOR!!!,,,
9041,=Good=,Got a completely different color than I ordered,,,
9042,=Unsatisfactory=,Takes too many coats,,,
9043,=Unsatisfactory=,Not great,,,
9044,=Excellent=,Pretty red,,,
9045,=Good=,Not bad,,,
9046,=VeryGood=,Gets hot quickly,,,
9047,=Excellent=,Best daily exfoliator,,,
9048,=Poor=,Did nothing for me....,,,
9049,=Good=,A good product - in theory,,,
9050,=Good=,OK,,,
9051,=Excellent=,"Great everyday moisturizer, who would've thought?",,,
9052,=VeryGood=,Excellent results,,,
9053,=Poor=,It Clumps rather than Shatters,,,
9054,=Good=,it's a ok hair product,,,
9055,=Unsatisfactory=,Ivory,,,
9056,=Excellent=,a nice leave-in conditioner,,,
9057,=Unsatisfactory=,My nails are worse,,,
9058,=VeryGood=,Best non professional red hair color yet!,,,
9059,=Good=,smells like vanilla milk shake,,,
9060,=Unsatisfactory=,"Smells like my mom, or granmother...",,,
9061,=VeryGood=,Moderate coverage.,,,
9062,=Excellent=,Only foundation I will ever use,,,
9063,=Good=,eh..it's alright,,,
9064,=VeryGood=,Affordable clean smelling fragrance.,,,
9065,=Unsatisfactory=,Like the older stuff better.,,,
9066,=Unsatisfactory=,sucks! no more Sigma for me!,,,
9067,=Poor=,**WARNING!!!! ** DO NOT USE THIS!,,,
9068,=Excellent=,Wish I Could Give More Stars,,,
9069,=Poor=,Product did not work,,,
9070,=Excellent=,FULL COVERAGE,,,
9071,=Poor=,Questionable seller (SkinDirect ) & poor product,,,
9072,=Unsatisfactory=,"too clumpy and dry,",,,
9073,=VeryGood=,Awesome!,,,
9074,=Poor=,Not at all what I expected from Frieda,,,
9075,=Unsatisfactory=,Dries out hair,,,
9076,=Unsatisfactory=,Not sure...,,,
9077,=Good=,Awaiting the miracle....,,,
9078,=Excellent=,THE BEST PRODUCT FOR OUR WOOD FLOORS WE HAVE FOUND...WE ARE TALKING ALMOST 50 YEARS HERE FOLKS,,,
9079,=Good=,On the same Paige - orange polish,,,
9080,=Unsatisfactory=,Decent Product!,,,
9081,=VeryGood=,Part of my hairwashing regimen,,,
9082,=Poor=,expensive shadow you can also use on your eyelids,,,
9083,=VeryGood=,For my mother in law,,,
9084,=Unsatisfactory=,not so soft,,,
9085,=Good=,It's usable for travel purpose,,,
9086,=VeryGood=,"Reviva Labs Elastin & DMAE Night Cream, 1.5 Ounce",,,
9087,=Good=,"well built-feels high quality, but not for me",,,
9088,=Unsatisfactory=,it makes you hair look good...,,,
9089,=Poor=,Nothing Like the Picture,,,
9090,=Unsatisfactory=,Doesnt work.:(,,,
9091,=Excellent=,Amazing at any price!!  The BEST self tanner in 20 years.,,,
9092,=Excellent=,Hairspray,,,
9093,=Poor=,bummer for me,,,
9094,=Excellent=,good and reliable,,,
9095,=Unsatisfactory=,Doesn't stick,,,
9096,=VeryGood=,great!,,,
9097,=VeryGood=,"Creamy, good fragrance, not sticky or oily on hands or hair",,,
9098,=Unsatisfactory=,Didn't do anything for me,,,
9099,=Excellent=,Great Stuff!  Swear by It!,,,
9100,=Poor=,BS,,,
9101,=Unsatisfactory=,"huge, awkward for travel",,,
9102,=Excellent=,Goes on smooth and looks amazing,,,
9103,=Good=,On the fence,,,
9104,=Poor=,HATE IT!,,,
9105,=Excellent=,Just as decribed!,,,
9106,=VeryGood=,Ow and Wow,,,
9107,=Excellent=,good product,,,
9108,=Excellent=,Smells so good,,,
9109,=Unsatisfactory=,Doesn't work for me!,,,
9110,=Excellent=,One of the best conditioners for African-American/relaxed hair,,,
9111,=Excellent=,Ideal for lightly exfoliating around the eyelids/nose area,,,
9112,=Unsatisfactory=,Contains other ingredients,,,
9113,=Poor=,Turned my nails yellow,,,
9114,=VeryGood=,good product,,,
9115,=Unsatisfactory=,Hopefully optimistic - Disappointed in the end,,,
9116,=Good=,Its okay but...,,,
9117,=Poor=,DIDN'T WORK FOR ME,,,
9118,=Excellent=,Long time user,,,
9119,=Good=,Aveda Pure Abundance Volumizing Shampoo,,,
9120,=Excellent=,My Favorite Mrs. Meyer's Scent Yet,,,
9121,=VeryGood=,Helps my dry skin.,,,
9122,=Excellent=,amazing product for dry wrinkled mid 40 and up skin,,,
9123,=Unsatisfactory=,DOES NOT HELP WITH ACID REFLUX,,,
9124,=Good=,Home Health Roll-On Deodorant Herbal Scent -- 3 fl oz,,,
9125,=Unsatisfactory=,Doesn't work,,,
9126,=Excellent=,Love Love Love.,,,
9127,=Poor=,Not for me,,,
9128,=Excellent=,Great for Acne,,,
9129,=VeryGood=,Ok lip balm.,,,
9130,=Good=,Questionably noticeable results when tried on several 30-somethings and 40-somethings.,,,
9131,=Unsatisfactory=,DOESN'T WORK,,,
9132,=Unsatisfactory=,overated,,,
9133,=VeryGood=,I haven't used the Duo Water Proof  Eyelash Adhesive Dark Tone -o.25,,,
9134,=Excellent=,Great clarifying shampoo.,,,
9135,=Poor=,Nothing special..,,,
9136,=VeryGood=,easy to use,,,
9137,=VeryGood=,"China Glaze White on White\...""",,,
9138,=Excellent=,Excellent and recommendable!,,,
9139,=Excellent=,It really does work,,,
9140,=Good=,treatment could be stronger,,,
9141,=Poor=,rough and dry,,,
9142,=Excellent=,Cheat Mother Nature,,,
9143,=Unsatisfactory=,Small and doesn't stay warm,,,
9144,=Excellent=,Want a perfect red? Look no further.,,,
9145,=Unsatisfactory=,Dried Out,,,
9146,=VeryGood=,I Like It!,,,
9147,=Poor=,Cheap copy!  Update!,,,
9148,=VeryGood=,"Good, but not strong enough",,,
9149,=Unsatisfactory=,I prefer Revlon.,,,
9150,=VeryGood=,A very different experience,,,
9151,=Poor=,Eww!,,,
9152,=VeryGood=,No need to use a lot,,,
9153,=VeryGood=,One of my favorite ones. A bit over priced though.,,,
9154,=VeryGood=,Bare Escentuals Full Coverage Kabuki Brush,,,
9155,=VeryGood=,It is okay,,,
9156,=Good=,"Pleasant, but not that rejuvinating",,,
9157,=Poor=,will not come off.,,,
9158,=Good=,Pluses and Minuses,,,
9159,=Unsatisfactory=,Dont buy,,,
9160,=Poor=,MADDD!,,,
9161,=Excellent=,does what it is supposed to do,,,
9162,=Unsatisfactory=,No thanks,,,
9163,=Good=,Just Okay.,,,
9164,=Unsatisfactory=,This is not like the similar ones in the mall,,,
9165,=VeryGood=,Good but not that good,,,
9166,=Good=,2 out of 3,,,
9167,=Good=,so painfull...,,,
9168,=Unsatisfactory=,What?,,,
9169,=Poor=,Used to be great....,,,
9170,=Poor=,ehh,,,
9171,=Good=,Works well but you must rotate...updated,,,
9172,=Poor=,heavy greasy,,,
9173,=VeryGood=,Ardell brow/lash growth product,,,
9174,=Good=,"Minimal Damage dye HIGHLY DAMAGING \refresher\""""",,,
9175,=Poor=,Disapointed,,,
9176,=Excellent=,Gorgeous,,,
9177,=VeryGood=,good enough,,,
9178,=VeryGood=,Natural soap--I really like it,,,
9179,=Excellent=,"Lush has amazing Products, this one is one of the best",,,
9180,=Poor=,A never will purchase again,,,
9181,=Poor=,"Got a synthetic brush, not natural bristle",,,
9182,=Poor=,"Drying even on hands, RASH on FACE And NECK",,,
9183,=Excellent=,Bring the Islands To Your Home,,,
9184,=Good=,SO/SO,,,
9185,=Poor=,The colors online are misleading,,,
9186,=VeryGood=,Good Product,,,
9187,=Good=,Meh...,,,
9188,=Excellent=,omg finally help 4 eye areas!,,,
9189,=Excellent=,bye bye blemish,,,
9190,=Good=,"\Better than what I have now\""""",,,
9191,=Good=,It's just okay,,,
9192,=Unsatisfactory=,Disappointed in this product,,,
9193,=Good=,Great brush,,,
9194,=VeryGood=,Keeps skin soft,,,
9195,=Good=,It's okay,,,
9196,=Good=,"Nope, not worth it! Moving on!",,,
9197,=Unsatisfactory=,Dried out fast,,,
9198,=VeryGood=,nice matte find,,,
9199,=Unsatisfactory=,Organix has the same thing for way less,,,
9200,=Poor=,One Star,,,
9201,=VeryGood=,Great daytime moisturizer,,,
9202,=Good=,My Least Favorite Tresemme Shampoo,,,
9203,=Unsatisfactory=,Good but burns your eyes!,,,
9204,=Excellent=,Mmmmmm nice,,,
9205,=VeryGood=,very nice hair dryer UPDATE,,,
9206,=Poor=,Huge disappointment...,,,
9207,=Unsatisfactory=,Not for me,,,
9208,=VeryGood=,My Hair Loves It,,,
9209,=VeryGood=,prefer individual colors,,,
9210,=Excellent=,It really does stay,,,
9211,=Poor=,Honest Review (Would not recommend),,,
9212,=Good=,Does not blend well,,,
9213,=Good=,Conair Super Clips,,,
9214,=Excellent=,Aussie Hair Insurance Leave in Conditioner,,,
9215,=Unsatisfactory=,Pink Grapefruit Facial Cleanser,,,
9216,=VeryGood=,Smells good,,,
9217,=Excellent=,Denman Delivers,,,
9218,=Poor=,Torture device,,,
9219,=Good=,It'll do in a crunch,,,
9220,=Excellent=,cheap and work,,,
9221,=VeryGood=,Highly recommended for the health conscious looking to up their game,,,
9222,=Excellent=,Amazing on extremely curly hair,,,
9223,=Good=,it works well...,,,
9224,=Excellent=,Bought for Wigs,,,
9225,=VeryGood=,Prefer over regular eyelash curlers,,,
9226,=Good=,Other Organic Brand Less Expensive,,,
9227,=Excellent=,Good stuff,,,
9228,=Unsatisfactory=,Too subtle to notice,,,
9229,=Poor=,Horrible!,,,
9230,=VeryGood=,This stuff is very good but there's something that's possibly even better...,,,
9231,=Unsatisfactory=,"They looked beautiful, but weren't good quality",,,
9232,=Poor=,Flawed Design,,,
9233,=Excellent=,It does work!,,,
9234,=Unsatisfactory=,NO,,,
9235,=Excellent=,Wonderful!,,,
9236,=Good=,Just okay,,,
9237,=Unsatisfactory=,Not for my hair,,,
9238,=Unsatisfactory=,Not great!,,,
9239,=VeryGood=,smells good,,,
9240,=Good=,Mineral Oil is the number two ingredient,,,
9241,=VeryGood=,soft skin,,,
9242,=Excellent=,Must have skin care product!!,,,
9243,=Good=,Good moisturising cream,,,
9244,=Unsatisfactory=,WORKS... but US version is different than the original French - BEWARE,,,
9245,=Poor=,***WARNING -DONT BUY!!,,,
9246,=Unsatisfactory=,Stinky!,,,
9247,=VeryGood=,Beautiful Feeling,,,
9248,=VeryGood=,I feel clean afterwards ...,,,
9249,=VeryGood=,"Musky and Distinctive, Decent Cologne",,,
9250,=Unsatisfactory=,Not so much...,,,
9251,=Unsatisfactory=,Bought this based on reviews and was disapointed,,,
9252,=Poor=,Zero Stars!!!!,,,
9253,=Good=,good variety of colors,,,
9254,=Unsatisfactory=,No difference,,,
9255,=Good=,not for my acne prone skin,,,
9256,=Excellent=,"Long Lasting, Beautiful Color, Slow to Chip",,,
9257,=Unsatisfactory=,Eh ok,,,
9258,=Poor=,I had such high hopes for this,,,
9259,=Good=,It's okay,,,
9260,=Poor=,Does Not Reduce Puffy Eyes,,,
9261,=Unsatisfactory=,totally confused,,,
9262,=Poor=,Not impressed...,,,
9263,=Unsatisfactory=,Snagged my hair,,,
9264,=Good=,Andis 40055 Pro Style 1600 Hair Dryer,,,
9265,=Poor=,Definitely not a quick fix,,,
9266,=Poor=,Awful product,,,
9267,=Good=,Received my product early,,,
9268,=Excellent=,sudsy,,,
9269,=Unsatisfactory=,Some major lengthening effect but it flakes off and smudges,,,
9270,=VeryGood=,"Sensitive skin formula provides light, non-greasy moisture for combination skin",,,
9271,=Excellent=,Reminds me of my Mamaw Ella,,,
9272,=Poor=,"Irritating, cheap smell",,,
9273,=VeryGood=,Great Face Cleanser,,,
9274,=Poor=,The WORST foundation I've ever used,,,
9275,=Good=,Meh,,,
9276,=Poor=,disappointed,,,
9277,=VeryGood=,Exactly wanted I needed!!!!,,,
9278,=VeryGood=,Good stuff,,,
9279,=Unsatisfactory=,Bought it for the shipping,,,
9280,=Excellent=,Love this one - moisturizing without weighing hair down,,,
9281,=Poor=,Hate it,,,
9282,=Good=,Overpowering Scent,,,
9283,=Unsatisfactory=,I threw away most of the product,,,
9284,=Excellent=,Better Than Advertised!,,,
9285,=VeryGood=,Best Formula,,,
9286,=Excellent=,Switched from Aveeno,,,
9287,=Unsatisfactory=,I wish it would be more pigmented,,,
9288,=Excellent=,"Palmer's Cocoa Butter with VItamin E, please change your bottle!",,,
9289,=Unsatisfactory=,"Adequate dryer, but think twice if you want to use the attachments.",,,
9290,=Unsatisfactory=,Poor to average quality,,,
9291,=Good=,Just OK,,,
9292,=Good=,It's a Serum,,,
9293,=VeryGood=,Instant tan,,,
9294,=VeryGood=,works well,,,
9295,=Unsatisfactory=,"WAITED TO WRITE THIS REVIEW UNTIL AFTER READING MANY REVIEWERS, WEBSITES AND MONTHS OF TRIAL AND ERROR!",,,
9296,=Good=,Not the greatest,,,
9297,=Poor=,"If I could give it zero stars, I would!",,,
9298,=Poor=,Won't buy again,,,
9299,=VeryGood=,"Here's the key:  MOISTURIZE, MOISTURIZE, MOISTURIZE",,,
9300,=Excellent=,Makes you feel so much better in the hospital/rehab,,,
9301,=Good=,so THAT'S why the bottle's so big,,,
9302,=VeryGood=,Great product,,,
9303,=Unsatisfactory=,Don't really notice a change,,,
9304,=Poor=,Doesn't Last,,,
9305,=Good=,"Good for thick hair, not so good for thin hair",,,
9306,=VeryGood=,Love this stuff.,,,
9307,=Excellent=,Really great,,,
9308,=Unsatisfactory=,Not worth buying,,,
9309,=Poor=,Dangerous - you will burn yourself.,,,
9310,=Good=,OVERALL IS OK,,,
9311,=Good=,packaged poorly,,,
9312,=Good=,it is ok,,,
9313,=VeryGood=,nice. scents the house.,,,
9314,=VeryGood=,Foi um pedido,,,
9315,=Poor=,Ughhhh!!!! Hate I bought this!,,,
9316,=VeryGood=,Use a lot,,,
9317,=Unsatisfactory=,No big deal,,,
9318,=Unsatisfactory=,Sigma Kabuki - F80,,,
9319,=Poor=,"The Advertising Standards Authority (ASA) Banned An Ad For This Product In 2011 for \misleading,\"" customers.""",,,
9320,=Good=,It's ok,,,
9321,=Good=,"For spa-like treatment, not sleep",,,
9322,=Good=,"Light and refreshing, but not much else",,,
9323,=Unsatisfactory=,Tried to Like It,,,
9324,=Unsatisfactory=,Not impressed,,,
9325,=Unsatisfactory=,"Mascara, Eyeliner Don't Match Description",,,
9326,=Excellent=,It's even better in person,,,
9327,=Good=,a little too fragrant and thick for my taste,,,
9328,=VeryGood=,very strong,,,
9329,=Poor=,POS,,,
9330,=Unsatisfactory=,Not impressed.,,,
9331,=Unsatisfactory=,"lotion, not a bronzer",,,
9332,=Poor=,Ugh,,,
9333,=Poor=,No difference in my dark circles!,,,
9334,=Poor=,Not what I expected..,,,
9335,=Poor=,Like everyone else said but I didn't listen,,,
9336,=Excellent=,Love this mask,,,
9337,=Good=,Good for beachy and casual look,,,
9338,=Poor=,not soft,,,
9339,=Poor=,Does not last,,,
9340,=Unsatisfactory=,absolutely not,,,
9341,=Good=,Color choice not at it appears.,,,
9342,=Good=,Not near as good as the regular gloss,,,
9343,=Unsatisfactory=,"Greasy feeling to it, does not work as well as others I have tried and used.",,,
9344,=VeryGood=,anti-aging scrub,,,
9345,=VeryGood=,Great hair treatment,,,
9346,=Good=,It's okay.,,,
9347,=Excellent=,Very good!,,,
9348,=Good=,Not that effective. Not good for sensitive skin.,,,
9349,=Excellent=,"Great for thin, blonde hair",,,
9350,=Good=,"Scent is amazing, but it doesn't last",,,
9351,=Good=,Not as exfoliating as the liquid,,,
9352,=Poor=,HORRIBLE,,,
9353,=Excellent=,comfortable,,,
9354,=Excellent=,Best Brushes on the Market,,,
9355,=VeryGood=,DON'T USE IT ON WET HAIR,,,
9356,=Good=,eh..,,,
9357,=Excellent=,Makes my skin lovely and smooth,,,
9358,=Good=,just okay,,,
9359,=Poor=,no improvement,,,
9360,=Poor=,Awful,,,
9361,=Good=,NOT FOR ME,,,
9362,=Excellent=,Great stuff!,,,
9363,=Excellent=,The best for removing mascara!,,,
9364,=Poor=,No not daily face wash,,,
9365,=VeryGood=,so far so good,,,
9366,=Poor=,Didn't lighten my skin at all,,,
9367,=VeryGood=,Indifferent,,,
9368,=Unsatisfactory=,Didn't work out so great,,,
9369,=Poor=,"Why does it work for some, but not others?",,,
9370,=Excellent=,GREAT Color,,,
9371,=VeryGood=,Pleasant Shampoo,,,
9372,=Good=,"So far OK, but contains parabens",,,
9373,=Good=,It's an okay product,,,
9374,=Excellent=,Wonderful Moisturizing Conditioner,,,
9375,=Good=,I use for hair detangling only,,,
9376,=Good=,"Nutmeg and Clover, Over and Over",,,
9377,=Excellent=,Works great and smells fantastic,,,
9378,=Excellent=,Carnival!,,,
9379,=Unsatisfactory=,Package and box and soap itself crushed,,,
9380,=Poor=,E.L.F Primer,,,
9381,=Unsatisfactory=,Could Be Better,,,
9382,=Poor=,Does nothing for me.,,,
9383,=Excellent=,Softens skin for sure,,,
9384,=VeryGood=,Look at my eyes,,,
9385,=Good=,Not bad for an inexpensive treatment,,,
9386,=Poor=,pretty good deal,,,
9387,=Unsatisfactory=,Came broken in the mail,,,
9388,=Good=,Not as great as I needed,,,
9389,=Poor=,Just a plain out regular moisturizer & nothing more,,,
9390,=Good=,OK&#8230;don't care for the smell,,,
9391,=Good=,Nice texture and scent.,,,
9392,=Good=,Dissapointed,,,
9393,=Poor=,Consistently 25-50 degrees less then it is set for,,,
9394,=Excellent=,Christian Dior Waterproof Mascara,,,
9395,=Poor=,VERY small,,,
9396,=Unsatisfactory=,"Dull, in more ways than one",,,
9397,=VeryGood=,Really Practical,,,
9398,=VeryGood=,"Very Tiny, but Nice Applicator",,,
9399,=Excellent=,5 Star Conditioner!! CG Friendly!!!,,,
9400,=Poor=,it SMELLS really bad..,,,
9401,=VeryGood=,A nice body wash,,,
9402,=Unsatisfactory=,"burn, baby burn!",,,
9403,=Poor=,Does Not Work on Dark Hair!,,,
9404,=Unsatisfactory=,Not my favourite.,,,
9405,=VeryGood=,So far so good,,,
9406,=Good=,"Feels good, smells meh...",,,
9407,=Unsatisfactory=,Not Great,,,
9408,=Good=,Easy to Use,,,
9409,=Good=,Just okay,,,
9410,=VeryGood=,spells good,,,
9411,=Good=,"Thayers is great, but alcohol is not",,,
9412,=Good=,Ok,,,
9413,=Good=,Doesn't cover a brown girl,,,
9414,=VeryGood=,Good product,,,
9415,=VeryGood=,Is good,,,
9416,=Good=,Better than the brush that came with the Clarisonic,,,
9417,=Unsatisfactory=,Made My Hair Crunchy,,,
9418,=Good=,Eh. So so.,,,
9419,=Good=,Ehhh,,,
9420,=VeryGood=,Delightful Smell,,,
9421,=VeryGood=,Love It!,,,
9422,=Unsatisfactory=,"Foam won't go onto palm, as the ears are in the way",,,
9423,=Unsatisfactory=,Didn't notice a difference :(,,,
9424,=Excellent=,Effective and versatile!,,,
9425,=Good=,Not bad,,,
9426,=Excellent=,Fixed by thumb-sucker in two applications,,,
9427,=Good=,"inoffensive, pina colada plus mango scented but perhaps too gentle to cleanse",,,
9428,=Good=,Terrible flyaways and brittleness though makes hair easy to comb,,,
9429,=Excellent=,Love,,,
9430,=Excellent=,I am a Fat night RN,,,
9431,=VeryGood=,L'Oreal facial nightcream,,,
9432,=Poor=,"Broke after less than 30 days, misleading advertising about green head.",,,
9433,=Unsatisfactory=,This product burned my eyes,,,
9434,=Good=,I like it,,,
9435,=Excellent=,Wonderful hand cream!,,,
9436,=Unsatisfactory=,Not thrilled.,,,
9437,=VeryGood=,Only one complaint,,,
9438,=Good=,"Won't make you break out, but is greasy",,,
9439,=Excellent=,"I was skeptical, but these really DO seem to help!",,,
9440,=Unsatisfactory=,Did not work well with my body chemistry,,,
9441,=Unsatisfactory=,Too drying,,,
9442,=Good=,"Nice colors, okay quality.",,,
9443,=Good=,"Refreshing and spicy, but not my favorite",,,
9444,=VeryGood=,Effective,,,
9445,=VeryGood=,kind of does it's job,,,
9446,=Excellent=,Got the 2 inch,,,
9447,=Good=,Mizani rose h20,,,
9448,=VeryGood=,This liquid soap is one of the best I've used,,,
9449,=Poor=,I must be allergic,,,
9450,=Unsatisfactory=,You get what you pay for!!,,,
9451,=Poor=,"Drying, Cakey feeling and Caused a breakout",,,
9452,=VeryGood=,"Not needed, but nice",,,
9453,=VeryGood=,Works more like a primer for me.,,,
9454,=Excellent=,Bought it on a whim - Love it!,,,
9455,=Poor=,flaked my scalp,,,
9456,=Unsatisfactory=,Too thin/watery for a solid base,,,
9457,=Good=,Exfoliating Facial Gel,,,
9458,=Poor=,Haven't even brought it and know it's fake,,,
9459,=VeryGood=,"Nice, gentle toner",,,
9460,=Unsatisfactory=,Greasy,,,
9461,=Good=,Aphogee Two Step Treatment,,,
9462,=Excellent=,new best friend in oils,,,
9463,=Good=,It's ok,,,
9464,=Excellent=,Not Bad!,,,
9465,=Excellent=,Love this cologne.,,,
9466,=Poor=,0 stars!  Should be a lawsuit against this company for defective product!,,,
9467,=Poor=,No what I hoped.,,,
9468,=Good=,Not for Oily Hair,,,
9469,=Poor=,Hate every color,,,
9470,=Good=,There are better frizz-fighers,,,
9471,=Good=,Fine for cheap scrunchies,,,
9472,=VeryGood=,bad batch?,,,
9473,=Unsatisfactory=,Ehhh,,,
9474,=Poor=,great religious experience for those collecting the money,,,
9475,=Good=,Nothing special - just an expensive lip gloss,,,
